country,iso_code,year,population,gdp,fossil_fuel_consumption,renewables_consumption,fossil_share_energy,renewables_share_energy,energy_per_capita,energy_cons_change_twh,energy_cons_change_pct,electricity_generation,total_energy_demand,pop_growth_rate,renew_fossil_ratio
Azerbaijan,AZE,2001,8251722,36862177280,123.405,3.594,97.17,2.83,15418.293,-4.828,-3.656,18.96,126.999,0.9417551832866529,0.029123617357481462
Bangladesh,BGD,2001,136805753,213164802048,152.668,2.847,98.169,1.831,1138.044,19.436,14.265,17.38,155.51500000000001,1.6808588496094377,0.01864830874839521
Belarus,BLR,2001,9938024,94624120832,247.823,0.083,99.967,0.033,24945.752,-7.088,-2.779,25.07,247.906,-0.532765957106085,3.3491645246809217e-4
Belgium,BEL,2001,10286956,349015244800,602.887,3.186,82.125,0.434,71630.398,-6.49,-0.873,78.63,606.073,0.34417800335398946,0.0052845723991394745
Brazil,BRA,2001,176301154,1785513115648,1377.541,838.67,61.071,37.181,13068.838,-60.204,-2.546,328.55,2216.211,1.3118884229076944,0.6088167248742505
Bulgaria,BGR,2001,7928407,68877647872,164.595,4.561,73.753,2.044,28324.395,7.19,3.308,43.44,169.156,-0.9008089018703387,0.027710440778881497
Canada,CAN,2001,31213533,1161459924992,2350.008,948.536,66.972,27.032,114440.68,-75.392,-2.067,587.76,3298.544,1.0416274167127308,0.4036309663626677
Chile,CHL,2001,15683809,239642804224,244.261,65.168,78.939,21.061,19978.879,5.954,1.937,42.32,309.429,1.162499242110532,0.2667965823442957
China,CHN,2001,1278725010,6329737412608,11595.462,776.435,93.36,6.251,9751.951,669.779,5.676,1480.79,12371.896999999999,0.7202288893521038,0.06696024703457266
Colombia,COL,2001,39709209,336096690176,222.343,88.94,71.428,28.572,7979.627,2.68,0.853,43.14,311.283,1.5843743082448527,0.40001259315561993
Croatia,HRV,2001,4301031,57633267712,80.421,19.835,80.215,19.785,23602.701,4.966,5.144,12.75,100.256,-0.5784714760973968,0.24663955931908332
Cyprus,CYP,2001,964078,19289559040,30.61,0,100,0,31750.184,0.349,1.152,3.55,30.61,1.7368794842653006,0
Czechia,CZE,2001,10231897,181753184256,435.464,7.833,89.964,1.618,47427.371,10.768,2.269,74.22,443.297,-0.04743691676452485,0.017987709661418626
Denmark,DNK,2001,5358777,211243384832,219.657,16.698,92.935,7.065,44266.91,0.697,0.295,37.54,236.35500000000002,0.3588836196773774,0.0760185197831164
Ecuador,ECU,2001,12910685,90060701696,84.711,19.532,81.263,18.737,8170.207,1.354,1.3,10.98,104.243,1.74578945696874,0.23057218070852664
Egypt,EGY,2001,74651984,475678998528,550.442,40.313,93.176,6.824,7947.73,24.78,4.359,80.71,590.755,2.146513971014039,0.07323750731230538
Estonia,EST,2001,1388122,24618991616,57.754,0.089,99.846,0.154,41671.984,2.35,4.234,8.49,57.842999999999996,-0.6323038322637451,0.001541018803892371
Finland,FIN,2001,5187921,173703954432,237.285,62.526,65.418,17.238,70720.75,7.784,2.168,74.45,299.811,0.22748585530624524,0.26350591061381884
France,FRA,2001,59905084,2077786767360,1723.066,219.658,55.477,7.072,52467.105,25.137,0.806,542.6,1942.724,0.7084498751186713,0.12748089742354615
Germany,DEU,2001,81933833,2793372909568,3460.381,113.217,85.509,2.798,49586.344,74.62,1.871,578.94,3573.598,0.16703872504193298,0.03271807353005348
Greece,GRC,2001,10843115,234861772800,367.392,8.128,97.836,2.164,34678.711,2.973,0.797,52.54,375.52,0.5614334531129754,0.022123508405191186
High-income countries,NA,2001,1260502241,NA,61947.336,4503.93,84.458,6.141,58501.949,-17.82,-0.024,10811.34,66451.266,0.5238447335427279,0.07270578996326815
Hong Kong,HKG,2001,6774195,219159412736,249.42,0,100,0,36819.168,51.945,26.305,32.36,249.42,1.0376871358295814,0
Hungary,HUN,2001,10166641,142043463680,247.049,0.735,86.138,0.256,28292.951,6.842,2.437,36.42,247.78400000000002,-0.23459974870831285,0.0029751182963703555
Iceland,ISL,2001,285010,9632095232,10.201,22.69,31.014,68.986,117890.008,0.37,1.114,7.96,32.891000000000005,1.335447673633086,2.2242917361043033
India,IND,2001,1077898527,2940745547776,3462.326,212.162,92.907,5.693,3470.525,15.472,0.415,586.09,3674.488,1.8882146543572151,0.061277303177112726
Indonesia,IDN,2001,219097854,1185220919296,1195.432,51.054,95.904,4.096,5690.084,82.486,7.085,106.16,1246.486,1.3976941299851016,0.04270757349644313
Iran,IRN,2001,67451952,636570238976,1479.933,11.48,99.23,0.77,22121.549,95.574,6.843,127.59,1491.413,1.5557850862335731,0.007757107923128953
Iraq,IRQ,2001,25197800,97219510272,349.522,10.224,97.158,2.842,14302.616,37.782,11.711,32.25,359.746,3.1681487532903585,0.029251377595687827
Ireland,IRL,2001,3862927,158384848896,180.126,2.872,98.43,1.57,47416.77,9.819,5.664,24.58,182.998,1.5881769429664836,0.01594439447941996
Israel,ISR,2001,6259933,158567055360,227.154,0.055,99.976,0.024,36296.309,-0.159,-0.07,43.95,227.209,2.434732749667288,2.421264868767444e-4
Italy,ITA,2001,57305705,1910271901696,1937.066,152.428,92.705,7.295,36587.238,-3.423,-0.163,271.9,2089.494,0.05857995041394897,0.07869014272100176
Japan,JPN,2001,127260090,4224163250176,4990.448,277.407,81.102,4.508,48606.785,-67.62,-1.081,1083.14,5267.8550000000005,0.18289860709027075,0.05558759454061037
Kazakhstan,KAZ,2001,15575502,162896084992,392.451,22.324,94.618,5.382,26720.916,46.444,12.561,55.38,414.77500000000003,0.48023812565076196,0.056883534504944565
Kuwait,KWT,2001,2008081,75867439104,219.821,0,100,0,109468.047,1.659,0.76,34.3,219.821,2.7325868126965807,0
Latvia,LVA,2001,2338248,28242587648,32.625,7.844,80.618,19.382,17519.91,2.91,7.647,4.27,40.469,-1.2678848528992621,0.24042911877394638
Lithuania,LTU,2001,3472957,39077068800,57.355,0.905,63.979,1.01,26014.791,11.85,15.095,14.36,58.26,-0.7828056444512246,0.015778920756690788
Lower-middle-income countries,NA,2001,2169843418,NA,5782.382,439.334,92.081,6.996,2904.826,101.388,1.635,1051.25,6221.715999999999,2.018392232541056,0.07597803119890731
Luxembourg,LUX,2001,441701,22387798016,39.367,0.473,98.814,1.186,90257.188,2.662,7.156,0.87,39.839999999999996,1.2866610103419018,0.012015139583915462
Malaysia,MYS,2001,23526494,309934489600,607.239,18.551,97.036,2.964,26646.211,14.581,2.381,75.78,625.7900000000001,2.4326882551890128,0.030549750592435594
Mexico,MEX,2001,100099057,1251502718976,1553.269,99.071,92.653,5.91,16786.1,-15.905,-0.938,210.22,1652.34,1.4940778762980351,0.06378225535950309
Morocco,MAR,2001,28814598,146692866048,123.768,2.951,97.672,2.328,4404.207,9.442,8.038,15.6,126.719,1.3763950663151252,0.023842996574235668
Netherlands,NLD,2001,16182665,620170903552,1024.024,10.008,97.992,0.958,64609.707,38.738,3.848,92.14,1034.032,0.7719303358434364,0.009773208440427178
New Zealand,NZL,2001,3891714,107226685440,153.164,71.307,68.233,31.767,58453.16,-2.074,-0.904,39.28,224.471,0.8863982853236573,0.4655597921182524
North Macedonia,MKD,2001,2066242,15872667648,27.186,1.729,94.019,5.981,14047.031,-1.823,-5.91,6.37,28.915,0.43894357995189603,0.06359891120429634
Norway,NOR,2001,4513603,255455346688,164.356,333.657,33.002,66.998,115021.117,-64.018,-10.977,121.32,498.013,0.5073014488887444,2.0300871279417847
Oman,OMN,2001,2310176,64949141504,123.192,0,100,0,53325.875,12.233,11.024,9.74,123.192,1.2307139508082503,0
Pakistan,PAK,2001,159270863,477964435456,432.748,53.255,87.999,10.829,3108.856,11.396,2.356,72.11,486.003,2.8356271767386,0.12306238272620557
Peru,PER,2001,26964552,130005016576,93.803,49.172,65.608,34.392,5417.33,-1.283,-0.871,20.77,142.975,1.3770362027866159,0.5242049827830666
Philippines,PHL,2001,81401443,339580387328,250.545,52.256,82.743,17.257,3695.906,-6.861,-2.23,47.05,302.801,2.2305584001618177,0.20856931888483107
Poland,POL,2001,38247309,499086622720,1002.168,7.849,99.223,0.777,26419.02,-7.068,-0.695,143.72,1010.017,-0.028009809706590973,0.00783202018024922
Portugal,PRT,2001,10354271,244348174336,252.202,44.011,85.142,14.858,28855.48,4.749,1.615,46.06,296.213,0.6916265930186762,0.17450694284740012
Qatar,QAT,2001,677885,34920337408,129.628,0,100,0,191224.109,-5.217,-3.869,9.95,129.628,5.107412259960151,0
Romania,ROU,2001,21919873,173763428352,365.912,41.224,86.672,9.765,19393.592,4.773,1.136,53.55,407.13599999999997,-0.5730599239932884,0.11266096766435646
Russia,RUS,2001,146117233,1662886739968,6431.018,480.749,88.216,6.595,50153.344,114.177,1.583,891.27,6911.767,-0.40929134838885467,0.07475472778959723
Saudi Arabia,SAU,2001,17041344,506978107392,1422.332,0,100,0,83463.625,87.453,6.551,146.09,1422.332,5.3386016612268685,0
Singapore,SGP,2001,4116123,152550785024,499.211,1.478,99.705,0.295,121648.578,57.706,13.026,33.06,500.689,2.005604192909732,0.0029606719403218276
Slovakia,SVK,2001,5379393,76744253440,161.038,14.431,72.307,6.48,41744.145,6.311,2.892,31.82,175.46900000000002,-0.010371841676624936,0.08961238962232515
Slovenia,SVN,2001,1989637,44148367360,56.028,10.711,68.948,13.181,41329.156,3.765,4.799,14.48,66.739,0.14410295282704524,0.19117227100735348
South Africa,ZAF,2001,47566761,374889021440,1154.88,6.106,97,0.513,25049.77,6.153,0.519,210.1,1160.986,0.8632142310065261,0.005287129398725408
South Korea,KOR,2001,47043411,1127616217088,1992.183,6.763,86.29,0.293,49220.004,54.678,2.419,309.88,1998.946,0.5918817118402088,0.003394768452496583
Spain,ESP,2001,41245551,1147959115776,1261.818,137.169,80.117,8.709,38478.77,61.73,4.047,233.07,1398.987,0.5505400682759397,0.10870743641317529
Sri Lanka,LKA,2001,19600303,111509561344,42.86,8.625,83.248,16.752,2654.702,-1.514,-2.827,6.67,51.485,1.5927580410979894,0.20123658422771815
Sweden,SWE,2001,8895980,308398096384,246.559,231.713,36.394,34.203,78210.195,43.973,6.747,161.6,478.272,0.2695878365142173,0.9397872314537291
Switzerland,CHE,2001,7226349,325520162816,189.826,116.936,49.914,30.748,53848.289,24.79,6.804,71.05,306.762,0.5902886478915548,0.6160167732555077
Taiwan,TWN,2001,22446204,582366330880,934.501,18.222,88.936,1.734,46945.391,32.639,3.196,188.53,952.723,0.5076697186612336,0.019499176565889176
Thailand,THA,2001,63651090,596447985664,762.087,18.997,97.568,2.432,12289.004,40.517,5.463,100.99,781.084,1.0210217416528982,0.02492760012964399
Trinidad and Tobago,TTO,2001,1325528,25814788096,126.884,0.093,99.926,0.074,95795.609,7.937,6.667,5.64,126.977,0.4393322876649012,7.329529333879764e-4
Turkey,TUR,2001,66245077,732284583936,712.91,67.353,91.368,8.632,11841.927,-79.071,-9.157,122.24,780.2629999999999,1.2520528946406706,0.09447616108625212
Turkmenistan,TKM,2001,4675373,22282743808,151.913,0.009,99.994,0.006,32494.137,21.644,16.614,10.61,151.922,2.0238387231082253,5.924443596005608e-5
Ukraine,UKR,2001,49106813,281110347776,1312.779,33.282,84.343,2.138,31826.547,-22.556,-1.423,173.3,1346.061,-0.907626798140841,0.025352325105748946
United Arab Emirates,ARE,2001,3723546,177271832576,541.566,0,100,0,145443.625,5.784,1.08,43.17,541.566,6.583782233431486,0
United Kingdom,GBR,2001,59288055,1939268304896,2408.626,28.016,89.689,1.043,45402.168,27.69,1.039,384.77,2436.6420000000003,0.39076809466227,0.011631527684248195
United States,USA,2001,284279583,13073809145856,22750.32,849.316,88.059,3.287,91172.07,-627.879,-2.365,3727.57,23599.636,0.9931293379495613,0.03733204631846937
Upper-middle-income countries,NA,2001,2421696160,NA,24953.41,2386.082,90.049,8.611,11503.289,865.801,3.208,3552.75,27339.492,0.9605742875032713,0.09562148019048299
Uzbekistan,UZB,2001,25090234,119890051072,578.477,16.622,97.207,2.793,23760.396,1.34,0.225,47.96,595.0989999999999,1.2233467676588412,0.028734072400458447
Venezuela,VEN,2001,24979886,343312596992,639.439,166.964,79.295,20.705,32706.381,44.989,5.828,90.11,806.403,1.8478829283821825,0.2611101293477564
Vietnam,VNM,2001,77969304,234846339072,188.548,50.304,78.939,21.061,3104.361,27.896,13.026,30.61,238.852,1.0567635217833058,0.2667967838428411
Algeria,DZA,2002,31750790,245360918528,321.784,0.156,99.951,0.049,10139.921,11.138,3.583,27.65,321.94,1.339295531641921,4.8479725530169306e-4
Argentina,ARG,2002,38029300,460558532608,535.508,99.882,82.217,15.335,17306.42,-29.19,-4.247,84.59,635.3900000000001,1.075190854363411,0.18651822194999887
Australia,AUS,2002,19595306,747065704448,1288.995,49.676,96.289,3.711,68472.781,26.36,2.004,223.49,1338.6709999999998,1.1872886789793933,0.03853855135202232
Austria,AUT,2002,8081595,291231432704,283.941,115.543,71.077,28.923,50340.082,0.235,0.058,60.63,399.484,0.48999097136364245,0.4069260867574602
Azerbaijan,AZE,2002,8326090,40295215104,119.713,5.534,95.581,4.419,15086.149,-1.619,-1.272,18.68,125.247,0.9012421892060832,0.046227226784058544
Bangladesh,BGD,2002,138933610,226285289472,153.837,2.269,98.546,1.454,1124.599,0.554,0.356,18.95,156.106,1.5553856130597081,0.014749377587966486
Belarus,BLR,2002,9873403,98263261184,256.391,0.079,99.969,0.031,25976.469,8.565,3.455,26.46,256.47,-0.6502399269713979,3.0812314004781757e-4
Belgium,BEL,2002,10332929,355705520128,597.305,3.396,81.772,0.465,70984.18,-3.384,-0.459,80.94,600.7009999999999,0.4469057707644516,0.005685537539448021
Brazil,BRA,2002,178503419,1861742362624,1368.482,892.357,59.532,38.819,13173.614,47.484,2.061,345.72,2260.839,1.2491495092539213,0.6520779959107975
Bulgaria,BGR,2002,7861901,73450037248,155.022,5.797,71.696,2.681,27708.104,-6.729,-2.996,42.08,160.819,-0.8388318107281828,0.03739469236624479
Canada,CAN,2002,31535531,1199865593856,2428.989,991.027,66.997,27.335,117118.461,121.295,3.396,599.79,3420.016,1.0315974164155017,0.4079997892127136
Chile,CHL,2002,15857882,243288817664,247.417,69.111,78.166,21.834,20229.775,7.456,2.38,43.44,316.528,1.1098898233203427,0.27933003795212136
China,CHN,2002,1286866794,6814493573120,12657.191,801.056,93.569,5.922,10553.145,1110.428,8.905,1654.01,13458.247000000001,0.6367110939669508,0.0632886080331726
Colombia,COL,2002,40324632,344517672960,216.208,94.61,69.561,30.439,7859.615,0.071,0.023,44.71,310.818,1.549824374492073,0.4375878783393769
Croatia,HRV,2002,4305729,61317058560,84.543,16.031,84.06,15.94,23601.604,0.106,0.105,12.69,100.57400000000001,0.10922962424590756,0.18961948357640487
Cyprus,CYP,2002,981398,20131147776,30.186,0,100,0,30758.098,-0.424,-1.384,3.79,30.186,1.7965351351239216,0
Czechia,CZE,2002,10239426,187044888576,424.654,9.138,87.534,1.884,47537.484,1.485,0.306,76,433.792,0.07358361797426224,0.021518695220108606
Denmark,DNK,2002,5375919,213517287424,216.425,19.324,91.803,8.197,44040,-0.461,-0.194,39.1,235.74900000000002,0.3198864218458801,0.08928728196834931
Ecuador,ECU,2002,13138427,94404509696,82.147,20.614,79.94,20.06,7924.037,-1.374,-1.302,11.81,102.76100000000001,1.7639807647696464,0.2509403873543769
Egypt,EGY,2002,76239093,501912305664,568.773,38.926,93.595,6.405,8004.343,16.93,2.853,86.23,607.6990000000001,2.1260104754885014,0.06843855105639685
Estonia,EST,2002,1379391,25689833472,57.5,0.104,99.82,0.18,41762.68,-0.239,-0.413,8.53,57.604,-0.6289792972087468,0.0018086956521739129
Finland,FIN,2002,5200499,176751493120,245.975,57.801,67.417,15.842,70910.141,1.874,0.511,74.92,303.776,0.24244779363448288,0.23498729545685537
France,FRA,2002,60327203,2107316502528,1703.344,181.15,55.284,5.879,51700.051,-24.127,-0.768,551.24,1884.4940000000001,0.7046463702479743,0.10634962755614838
Germany,DEU,2002,82068282,2822441533440,3408.057,134.419,85.327,3.365,48882.746,-51.076,-1.257,583.76,3542.4759999999997,0.16409460546048174,0.039441535162117305
Greece,GRC,2002,10890234,246267117568,365.895,9.849,97.379,2.621,34560.375,0.345,0.092,53.36,375.74399999999997,0.4345522481316485,0.026917558315910303
High-income countries,NA,2002,1267817947,NA,62482.711,4563.374,84.468,6.169,58674.293,646.484,0.877,11047.229,67046.085,0.5803802454326616,0.07303418700894716
Hong Kong,HKG,2002,6821361,222182539264,243.433,0,100,0,35686.797,-5.988,-2.401,34.23,243.433,0.6962598508014606,0
Hungary,HUN,2002,10138414,151456661504,241.128,0.665,86.111,0.238,27707.701,-6.732,-2.34,36.15,241.79299999999998,-0.2776433238864242,0.0027578713380445245
Iceland,ISL,2002,287561,9623437312,10.559,23.568,30.94,69.06,121405.062,1.312,3.903,8.35,34.127,0.8950563138135504,2.2320295482526755
India,IND,2002,1097600334,3024984473600,3602.576,201.231,93.408,5.218,3526.61,129.935,3.473,609.64,3803.807,1.82779793333923,0.05585753083349248
Indonesia,IDN,2002,222088455,1244249980928,1234.537,46.724,96.353,3.647,5768.059,34.334,2.754,113.04,1281.261,1.3649613382338286,0.03784738732010462
Iran,IRN,2002,68011265,698059653120,1602.894,22.034,98.644,1.356,23913.211,134.226,8.996,138.23,1624.928,0.8292020963307334,0.013746386223917488
Iraq,IRQ,2002,26006512,112141844480,329.229,12.493,96.344,3.656,13171.277,-17.855,-4.954,33.86,341.722,3.209454793672464,0.037946231954050225
Ireland,IRL,2002,3928386,169226190848,177.301,3.815,97.894,2.106,46165.008,-1.814,-0.99,24.8,181.11599999999999,1.6945440594657883,0.021517081121933887
Israel,ISR,2002,6387661,158018043904,231.572,0.205,99.912,0.088,36285.977,4.57,2.011,45.5,231.77700000000002,2.0404052247843545,8.852538303421829e-4
Italy,ITA,2002,57420578,1929301852160,1960.268,135.213,93.547,6.453,36598.133,4.828,0.23,277.53,2095.481,0.20045648160161364,0.06897679296912462
Japan,JPN,2002,127484547,4226576285696,4994.481,276.792,81.446,4.514,48365.836,-19.807,-0.32,1103.07,5271.273,0.17637658436356599,0.05541957212371015
Kazakhstan,KAZ,2002,15656630,179807027200,397.997,24.355,94.233,5.767,27077.578,7.752,1.863,58.33,422.35200000000003,0.5208692471035604,0.061193928597451736
Kuwait,KWT,2002,2059936,83636158464,232.87,0,100,0,113047.141,13.049,5.936,36.37,232.87,2.5823161515895023,0
Latvia,LVA,2002,2311303,30014855168,34.057,6.812,83.332,16.668,17874.213,0.347,0.847,3.97,40.869,-1.1523585180015121,0.20001761752356342
Lithuania,LTU,2002,3444001,41716674560,57.322,0.98,59.066,1.01,28448.436,7.628,8.443,17.29,58.302,-0.8337563638133153,0.017096402777293185
Lower-middle-income countries,NA,2002,2211919984,NA,6001.808,429.7,92.482,6.621,2944.592,210.184,3.335,1104.85,6431.508,1.939152182639199,0.07159509267873947
Luxembourg,LUX,2002,446348,23160272896,43.133,0.425,99.025,0.975,97641.641,3.715,9.32,2.8,43.558,1.0520691599068148,0.009853244615491618
Malaysia,MYS,2002,24102434,329700343808,643.19,16.099,97.558,2.442,27395.031,33.395,5.327,80.87,659.2890000000001,2.4480485702629555,0.025029928947900307
Mexico,MEX,2002,101548570,1275457961984,1603.016,88.033,93.321,5.125,16948.561,40.829,2.43,215.73,1691.049,1.448078576804175,0.05491710625470987
Morocco,MAR,2002,29198087,151385800704,127.068,2.838,97.815,2.185,4455.497,3.187,2.511,15.1,129.906,1.3308844357294174,0.02233449806402871
Netherlands,NLD,2002,16288002,624424583168,1022.69,12.022,97.824,1.15,64222.805,0.504,0.048,94.64,1034.712,0.6509249249119351,0.011755272858833076
New Zealand,NZL,2002,3951062,112775905280,152.584,79.093,65.861,34.139,59551.676,7.809,3.433,40.21,231.67700000000002,1.5249835933473015,0.5183571016620353
North Macedonia,MKD,2002,2074432,16017432576,26.152,2.074,92.652,7.348,13671.933,-0.663,-2.285,6.09,28.226,0.3963717705864076,0.07930559804221474
Norway,NOR,2002,4537974,267081351168,164.79,355.445,31.676,68.324,119753.32,24.278,4.676,130.24,520.235,0.5399455822765095,2.156957339644396
Oman,OMN,2002,2337092,68131999744,131.161,0,100,0,56121.504,7.969,6.469,10.33,131.161,1.16510603521117,0
Pakistan,PAK,2002,163222500,504824725504,446.136,58.941,87.431,11.551,3149.745,18.959,3.829,75.77,505.077,2.48107966866482,0.1321144225079348
Peru,PER,2002,27288162,137911091200,96.151,50.182,65.707,34.293,5481.384,3.501,2.397,21.99,146.333,1.200131194465979,0.5219082484841552
Philippines,PHL,2002,83068839,354896576512,253.069,51.276,83.152,16.848,3638.976,1.433,0.476,48.46,304.34499999999997,2.048361722531135,0.20261667766498467
Poland,POL,2002,38229357,514089680896,991.386,7.745,99.225,0.775,26146.9,-10.877,-1.076,142.49,999.131,-0.046936635463687135,0.007812295110078214
Portugal,PRT,2002,10412991,247190700032,268.092,27.27,90.767,9.233,28511.641,-1.886,-0.631,45.55,295.36199999999997,0.5671089736785911,0.10171881294481
