country,iso_code,year,population,gdp,fossil_fuel_consumption,renewables_consumption,fossil_share_energy,renewables_share_energy,energy_per_capita,energy_cons_change_twh,energy_cons_change_pct,electricity_generation,total_energy_demand,pop_growth_rate,renew_fossil_ratio
Sri Lanka,LKA,2008,20629321,162474917888,51.899,10.965,82.558,17.442,3081.818,-3.864,-5.73,9.91,62.864000000000004,0.6676932539299512,0.21127574712422204
Sweden,SWE,2008,9219853,388980506624,229.168,224.197,36.847,36.048,69259.805,-2.542,-0.396,149.9,453.365,0.7830376601172315,0.9783084898415136
Switzerland,CHE,2008,7641679,433739235328,182.884,99.209,51.564,27.972,47442.652,7.649,2.155,67.04,282.09299999999996,1.2768550002279553,0.5424695435357932
Taiwan,TWN,2008,23086191,794389643264,1115.11,18.788,89.811,1.513,53926.18,-47.884,-3.704,238.31,1133.898,0.34478401600704695,0.01684856202527105
Thailand,THA,2008,67619781,822020800512,1046.369,30.833,97.138,2.862,15950.136,-0.108,-0.01,145.44,1077.202,0.7711131291892537,0.02946666042285274
Trinidad and Tobago,TTO,2008,1372044,42494148608,218.013,0.072,99.967,0.033,158950.531,-3.289,-1.486,7.73,218.085,0.49086602477620994,3.3025553522037675e-4
Turkey,TUR,2008,71562297,1179868332032,1079.743,91.146,92.216,7.784,16442.752,2.961,0.252,198.37,1170.889,1.1473395230804433,0.08441453197659073
Turkmenistan,TKM,2008,5344980,60001292288,154.904,0.008,99.995,0.005,28982.783,-11.049,-6.657,15.04,154.912,1.9256681638703903,5.164488973816041e-5
Ukraine,UKR,2008,46819115,499592167424,1286.476,31.318,82.74,2.014,33363.566,-55.829,-3.451,192.58,1317.794,-0.5176811809764622,0.02434402196387651
United Arab Emirates,ARE,2008,6302620,464692477952,938.401,0,100,0,148890.547,120.039,14.668,80.46,938.401,12.054745323659146,0
United Kingdom,GBR,2008,62027249,2252034801664,2342.807,71.73,91.766,2.81,41253.098,-45.376,-1.742,388.96,2414.537,0.7986227856592771,0.030617118695650137
United States,USA,2008,304970280,15288553701376,22797.396,1271.34,86.656,4.833,86589.586,-659.461,-2.436,4107.53,24068.736,1.035668152166037,0.055766895482273496
Upper-middle-income countries,NA,2008,2571613376,NA,41186.266,3917.481,90.246,8.584,17839.828,1513,3.41,6318.54,45103.747,0.846324414944539,0.09511619722943565
Uzbekistan,UZB,2008,27494727,171692638208,510.991,11.572,97.785,2.215,19033.324,-34.209,-6.136,50.22,522.563,1.5466039276378252,0.022646191420201137
Venezuela,VEN,2008,28053644,488287076352,756.653,228.794,76.783,23.217,35657.441,24.659,2.527,119.3,985.447,1.4622995538987422,0.3023763865338537
Vietnam,VNM,2008,85175740,370681839616,384.012,68.736,84.818,15.182,5367.827,86.935,23.478,70.95,452.748,1.844257634809358,0.17899440642479925
Algeria,DZA,2009,35490399,418247704576,447.904,0.898,99.8,0.2,12647.346,25.302,5.974,38.5,448.802,1.934367413169784,0.002004893905836965
Argentina,ARG,2009,40854783,705920827392,729.648,94.674,86.267,11.193,20858.123,-26.918,-3.062,122.32,824.322,1.0654089747104085,0.12975297677784356
Australia,AUS,2009,21782958,963129966592,1450.366,56.072,96.278,3.722,69299.336,-22.201,-1.449,249.9,1506.438,1.9298197589251935,0.038660586362338885
Austria,AUT,2009,8345019,331119034368,271.345,130.931,67.452,32.548,49103.836,-14.788,-3.483,66.21,402.27600000000007,0.26219495491875955,0.4825259356170189
Azerbaijan,AZE,2009,9046297,136020230144,123.716,6.064,95.327,4.673,14389.124,-20.995,-13.889,18.85,129.78,1.159607085099878,0.04901548708331986
Bangladesh,BGD,2009,150873661,372693237760,244.008,1.259,99.487,0.513,1626.154,22.393,10.044,37.23,245.267,0.9362437340197358,0.0051596668961673385
Belarus,BLR,2009,9507289,156010266624,281.959,0.545,99.807,0.193,29715.658,-16.099,-5.391,30.37,282.504,-0.23113938410053608,0.001932905138690377
Belgium,BEL,2009,10812883,399489957888,571.008,17.777,80.116,2.494,66203.352,-59.885,-7.72,89.76,588.7850000000001,0.9637553657125505,0.031132663640439363
Brazil,BRA,2009,192079912,2589568270336,1561.627,1261.723,54.653,44.157,15230.744,-10.834,-0.369,466.17,2823.35,0.8996663407037225,0.8079541401371775
Bulgaria,BGR,2009,7487966,107365072896,150.882,9.723,75.198,4.846,26990.842,-28.117,-12.213,42.31,160.60500000000002,-0.6313415320811074,0.06444108641189804
Canada,CAN,2009,33826322,1360538107904,2394.783,1022.277,65.577,27.993,109988.438,-151.366,-3.909,613.87,3417.06,1.1279307268609202,0.42687667316829964
Chile,CHL,2009,17009684,306660179968,273.006,76.894,78.024,21.976,20833.568,-14.933,-4.044,60.37,349.9,1.0140190584510873,0.28165681340336846
China,CHN,2009,1342522666,11572544012288,25087.559,1774.15,92.76,6.56,20229.75,1138.436,4.375,3714.64,26861.709000000003,0.6523893581639323,0.0707183189883081
Colombia,COL,2009,44271496,471326588928,282.668,114.175,71.229,28.771,9120.592,-4.698,-1.15,56.75,396.843,1.1717611299116693,0.40391908528733356
Croatia,HRV,2009,4310491,81451696128,85.493,19.741,81.241,18.759,24704.562,-1.376,-1.275,13.35,105.234,-0.09502638836450546,0.23090779362053035
Cyprus,CYP,2009,1109330,26682212352,34.73,0.271,99.227,0.773,31553.787,-0.852,-2.375,5.21,35.001,1.6815079950686767,0.007803052116325944
Czechia,CZE,2009,10420931,261919703040,403.889,15.413,82.306,3.141,47290.492,-20.808,-4.051,81.64,419.302,0.4112736562086394,0.03816147505874139
Denmark,DNK,2009,5523119,232507375616,191.265,28.185,87.156,12.844,39978.668,-14.065,-5.988,36.25,219.45,0.535248103559814,0.1473609912948004
Ecuador,ECU,2009,14825912,132310294528,113.341,24.899,81.989,18.011,9429.783,-3.48,-2.429,18.16,138.24,1.7204344159335243,0.21968219796896093
Egypt,EGY,2009,87501586,831414992896,820.306,38.876,95.475,4.525,9847.494,29.833,3.586,134.27,859.182,1.906312272362894,0.047392070763836905
Estonia,EST,2009,1334487,27402481664,57.071,1.597,97.278,2.722,44007.328,-9.129,-13.453,8.78,58.668,-0.1903469774844581,0.02798268823044979
Finland,FIN,2009,5338800,195739123712,212.701,62.774,63.074,18.615,63925.922,-27.208,-7.383,72.06,275.475,0.47928475793164893,0.2951279025486481
France,FRA,2009,63106403,2295353049088,1586.613,213.012,55.186,7.409,46095.328,-175.934,-5.703,528.87,1799.625,0.5197010251682483,0.13425580150925273
Germany,DEU,2009,80935222,3136502104064,3018.432,299.128,82.208,8.147,45618.93,-242.488,-6.163,587.96,3317.56,-0.21638566357937283,0.09910046010643937
Greece,GRC,2009,11108016,305101340672,372.63,22.418,94.325,5.675,35685.746,-15.187,-3.69,60.34,395.048,0.28168749606159316,0.06016155435686874
High-income countries,NA,2009,1323315574,NA,61954.289,5626.3,83.622,7.594,56306.238,-3624.445,-4.639,11728.09,67580.58899999999,0.6428288245402589,0.09081372881222155
Hong Kong,HKG,2009,7064418,285619093504,308.855,0.003,99.999,0.001,43720.277,26.005,9.194,38.62,308.858,0.6235757172530877,9.713295883181427e-6
Hungary,HUN,2009,10001329,195180904448,220.379,10.718,81.145,3.947,27265.215,-21.208,-7.216,35.91,231.09699999999998,-0.15255660348161704,0.04863439801432986
Iceland,ISL,2009,318564,12031037440,9.861,46.458,17.509,82.491,176903.344,-0.096,-0.17,16.71,56.319,0.34459948971556364,4.71128688773958
India,IND,2009,1225524711,4993478819840,5566.137,355.862,93.296,5.965,4886.388,411.861,7.386,879.71,5921.999,1.4565240361053202,0.06393338863200816
Indonesia,IDN,2009,243219975,1905717411840,1549.363,60.13,96.264,3.736,6608.301,42.686,2.728,162.87,1609.4930000000002,1.2750489162658836,0.03880949783878923
Iran,IRN,2009,76457779,1208128372736,2359.876,18.245,99.233,0.767,31119.002,55.922,2.407,221.81,2378.121,1.2495988334902244,0.007731338426256295
Iraq,IRQ,2009,30058157,259745644544,331.577,7.428,97.809,2.191,11294.124,-6.399,-1.85,37.85,339.005,3.75257697370315,0.022402036329419714
Ireland,IRL,2009,4533698,215181066240,164.151,11.795,93.296,6.704,38955.297,-19.767,-10.066,27.94,175.946,1.0645476324598864,0.07185457292371047
Israel,ISR,2009,7206047,199771095040,254.564,0.38,99.851,0.149,35380.84,-7.471,-2.847,54.73,254.944,1.7433782167520804,0.0014927483854747727
Italy,ITA,2009,59903965,2029023002624,1785.972,201.237,89.873,10.127,33300.129,-155.284,-7.222,286.36,1987.209,0.5747440995494449,0.11267645853350444
Japan,JPN,2009,128192428,4298103324672,4607.451,266.043,82.359,4.756,43858.535,-535.752,-8.7,1114.02,4873.494,0.028464538934513294,0.057741905448370476
Kazakhstan,KAZ,2009,16619799,309012299776,549.795,18.055,96.82,3.18,34236.633,-66.427,-10.454,78.73,567.8499999999999,1.176874169024648,0.032839512909357126
Kuwait,KWT,2009,2795444,175302344704,350.161,0,100,0,125261.406,4.855,1.406,53.22,350.161,5.433150158973218,0
Latvia,LVA,2009,2141988,37590728704,34.086,9.4,78.384,21.616,20577.875,-2.523,-5.413,5.57,43.486,-1.6379982531692305,0.2757730446517632
Lithuania,LTU,2009,3163204,55174533120,58.394,2.445,65.374,2.737,28460.75,-7.799,-7.972,14.64,60.839,-1.1014146931996678,0.041870740144535394
Lower-middle-income countries,NA,2009,2507033794,NA,8674.005,645.375,92.57,6.888,3751.18,502.56,5.646,1565.73,9319.38,1.7343033790913953,0.0744033465509877
Luxembourg,LUX,2009,498144,26344603648,46.341,1.215,97.446,2.554,95540.562,-2.168,-4.356,3.15,47.556000000000004,1.880980965217089,0.026218683239463976
Malaysia,MYS,2009,28124726,483081289728,881.497,22.49,97.512,2.488,32186.539,-29.375,-3.143,116.11,903.987,2.0120712377273295,0.0255134163814511
Mexico,MEX,2009,111999662,1543820935168,1991.035,96.418,94.138,4.559,18904.02,-36.381,-1.689,267.76,2087.453,1.4726507504219621,0.04842606985813911
Morocco,MAR,2009,32030735,216763301888,167.525,7.768,95.569,4.431,5488.157,-4.341,-2.41,20.93,175.293,1.3415535699155565,0.04636919862707058
Netherlands,NLD,2009,16684105,713986801664,1030.883,35.818,95.642,3.323,64689.777,-15.098,-1.38,112.35,1066.701,0.523551849979605,0.034744971058791346
New Zealand,NZL,2009,4304250,136500723712,142.38,84.925,62.638,37.362,53324.734,-0.582,-0.253,42.95,227.305,0.9966504566759157,0.5964672004495013
North Macedonia,MKD,2009,2060548,21758910464,27.571,3.355,89.151,10.849,15112.153,-0.657,-2.066,6.82,30.926000000000002,-0.4944977467514782,0.12168582931340902
Norway,NOR,2009,4828579,370113314816,159.502,333.207,32.372,67.628,106437.719,-45.964,-8.209,130.97,492.709,1.2697043795153522,2.089045905380497
Oman,OMN,2009,2684617,127016648704,199.422,0,100,0,74283.219,-1.583,-0.788,18.45,199.422,2.21314462006123,0
Pakistan,PAK,2009,194376491,774880624640,658.239,75.473,88.904,10.194,3834.63,26.684,3.713,96.11,733.712,2.573848488292333,0.11465896125875251
Peru,PER,2009,28896766,212830486528,139.531,55.534,71.531,28.469,6867.207,3.796,1.95,32.92,195.065,0.6190259907486991,0.3980047444653876
Philippines,PHL,2009,94384204,521163669504,274.436,59.905,82.083,17.917,3511.204,3.854,1.177,61.92,334.341,1.8178817268290088,0.21828404436735707
Poland,POL,2009,38002108,760579620864,1052.565,31.695,97.077,2.923,28556.074,-39.237,-3.489,150.86,1084.26,0.016459690575713865,0.030112154593778057
Portugal,PRT,2009,10576213,261270601728,233.716,51.767,81.867,18.133,27253.021,2.729,0.956,49.38,285.483,0.115258967760147,0.22149531910523884
Qatar,QAT,2009,1585999,186164264960,288.362,0,100,0,181817.453,-0.195,-0.068,24.16,288.362,11.151455517313638,0
Romania,ROU,2009,20576869,326954221568,316.715,41.301,81.447,10.621,19056.469,-57.675,-12.822,57.59,358.01599999999996,-0.6845219435415159,0.13040430671108097
Russia,RUS,2009,143869089,2903690444800,6595.961,458.78,88.133,6.13,52284.961,-392.436,-4.958,993.1,7054.741,0.03984513452989775,0.06955468657258586
Saudi Arabia,SAU,2009,24217606,1040467034112,2205.137,0.002,100,0,91055.172,76.674,3.602,217.31,2205.139,3.9925045854406918,9.069731268397383e-7
Singapore,SGP,2009,4968522,256114458624,740.316,1.651,99.777,0.223,149340.75,51.403,7.443,41.8,741.967,3.3669580457042834,0.002230128755828592
Slovakia,SVK,2009,5385027,112760233984,139.675,14.137,73.216,7.41,35713.434,-19.891,-9.373,25.93,153.812,0.11065099482717754,0.1012135314122069
Slovenia,SVN,2009,2035555,53266132992,56.886,13.34,66.698,15.641,42451.059,-7.245,-7.735,16.39,70.226,0.5191993643585487,0.23450409591112048
South Africa,ZAF,2009,51728471,574768021504,1412.956,5.657,97.296,0.39,28093.119,-6.483,-0.444,249.56,1418.6129999999998,1.201068971555066,0.004003663242167485
South Korea,KOR,2009,48546637,1477640585216,2420.809,15.389,85.721,0.545,58354.688,16.788,0.596,452.45,2436.1980000000003,0.3933209228528626,0.006356965791187987
Spain,ESP,2009,46635128,1468765831168,1287.26,211.402,78.628,12.913,35426.062,-122.495,-6.903,290.72,1498.662,0.8654004833134025,0.16422634122088778
Sri Lanka,LKA,2009,20756380,167647723520,53.491,10.312,83.838,16.162,3105.543,0.884,1.391,9.88,63.803,0.615914600388447,0.19278009384756314
Sweden,SWE,2009,9298692,373026357248,209.489,218.305,37.095,38.656,62354.254,-58.752,-9.201,136.6,427.794,0.8551004012753783,1.0420833552119682
Switzerland,CHE,2009,7737594,431737405440,177.319,97.908,51.043,28.184,45880.68,-7.535,-2.079,66.67,275.227,1.2551560985484995,0.5521574112193279
Taiwan,TWN,2009,23164307,779014504448,1078.315,17.694,89.478,1.468,52161.961,-36.654,-2.944,230.05,1096.009,0.33836677518608416,0.016408934309547766
Thailand,THA,2009,68121030,812859719680,1074.584,33.001,97.02,2.98,16278.575,30.369,2.816,145.9,1107.585,0.7412756926852514,0.03071048889616819
Trinidad and Tobago,TTO,2009,1379001,40299155456,216.42,0.07,99.968,0.032,156991.969,-1.595,-0.731,7.84,216.48999999999998,0.5070537096477956,3.2344515294335097e-4
Turkey,TUR,2009,72464795,1122756722688,1086.093,100.529,91.528,8.472,16459.559,16.057,1.365,194.81,1186.622,1.2611361538604609,0.09256021353604156
Turkmenistan,TKM,2009,5451545,64409214976,226.63,0.008,99.996,0.004,41573.352,71.727,46.301,15.98,226.638,1.99373992044872,3.529982791333892e-5
Ukraine,UKR,2009,46623687,431074410496,1074.434,31.875,81.153,2.408,28538.232,-231.495,-14.82,173.61,1106.309,-0.41741070927974616,0.029666782696750105
United Arab Emirates,ARE,2009,6707016,480551534592,925.558,0.017,99.998,0.002,138001.062,-12.825,-1.367,85.7,925.575,6.416315754400551,1.836729842970403e-5
United Kingdom,GBR,2009,62506169,2151479246848,2162.27,72.207,89.504,2.989,38761.16,-136.005,-5.315,376.76,2234.477,0.77211226956075385,0.03339407197066046
United States,USA,2009,308023398,14864003104768,21400.898,1400.781,85.574,5.601,81521.492,-1296.723,-4.91,3939.82,22801.679,1.00111984682573,0.06545430944065991
Upper-middle-income countries,NA,2009,2594529393,NA,42104.418,3955.154,90.396,8.492,18042.445,934.516,2.037,6525.62,46059.572,0.8911143958834347,0.09393679304627843
Uzbekistan,UZB,2009,27939281,182715809792,506.085,17.017,96.747,3.253,18761.783,0.875,0.167,50.1,523.102,1.6168700274783596,0.03362478635011905
Venezuela,VEN,2009,28438244,474358611968,771.058,225.3,77.388,22.612,35543.055,10.461,1.046,119.57,996.358,1.3709448940037878,0.292195917816818
Vietnam,VNM,2009,86459976,389670895616,383.778,78.904,82.946,17.054,5409.733,10.517,2.3,80.64,462.682,1.5077485678433789,0.20559802802661953
Algeria,DZA,2010,36188192,450705784832,438.489,0.474,99.892,0.108,12130.888,-9.864,-2.198,45.73,438.96299999999997,1.9661458300313839,0.0010809849277861017
Argentina,ARG,2010,41288642,785785159680,760.08,97.169,86.765,11.092,21368.291,30.114,3.534,126,857.249,1.0619539944686527,0.12784049047468687
Australia,AUS,2010,22141527,993854029824,1443.765,61.531,95.912,4.088,68145.156,-0.707,-0.047,250.97,1505.296,1.6460987529792785,0.04261843166997399
Austria,AUT,2010,8365050,338832261120,289.55,124.762,69.887,30.113,50395.195,11.786,2.876,67.82,414.312,0.240035403154864,0.43088240372992576
Azerbaijan,AZE,2010,9146807,144296574976,118.872,8.976,92.979,7.021,14041.989,-1.729,-1.328,18.67,127.848,1.111062349600063,0.07550979204522512
Bangladesh,BGD,2010,152201922,400087810048,248.846,2.093,99.166,0.834,1649.614,5.731,2.336,40.86,250.939,0.880379644264084,0.008410824365270086
Belarus,BLR,2010,9490705,166239895552,305.415,0.773,99.748,0.252,32263.27,23.686,8.384,34.9,306.18800000000005,-0.1744345838230015,0.002530982433737701
Belgium,BEL,2010,10936569,411261698048,612.624,23.793,80.474,3.125,69929.398,48.939,6.836,93.03,636.417,1.143876244661114,0.03883785160228786
Brazil,BRA,2010,193701879,2820492492800,1753.845,1324.56,56.281,42.505,16462.074,263.215,8.997,515.8,3078.4049999999997,0.8444230232675243,0.7552320758105762
Bulgaria,BGR,2010,7437542,109045211136,154.662,15.211,73.795,7.258,28432.93,9.365,4.634,45.93,169.87300000000002,-0.6734004935385658,0.09834995021401507
Canada,CAN,2010,34196847,1406355374080,2477.27,981.038,67.085,26.567,109967.867,40.05,1.076,607.03,3458.308,1.0953747794395148,0.3960157754302115
Chile,CHL,2010,17181416,321457389568,291.756,68.176,81.059,18.941,21182.635,9.575,2.702,60.25,359.93199999999996,1.0096131121542293,0.23367471448744845
China,CHN,2010,1351561462,12858808074240,26643.773,2080.64,92.132,7.195,21497.809,1896.711,6.984,4207.16,28724.413,0.6732695267582172,0.07809104213581161
Colombia,COL,2010,44777278,489870196736,303.138,114.429,72.596,27.404,9482.512,20.819,5.156,60.23,417.567,1.1424551815461579,0.37748154305959664
Croatia,HRV,2010,4301108,81303797760,82.442,24.232,77.284,22.716,25171.242,1.775,1.667,14.79,106.67399999999999,-0.21767821809626792,0.2939278523082895
Cyprus,CYP,2010,1127771,27285555200,33.674,0.373,98.905,1.095,30197.65,-0.948,-2.707,5.33,34.047,1.662354754671739,0.011076795153530914
Czechia,CZE,2010,10463981,271231975424,419.103,19.214,81.984,3.759,49087.34,20.838,4.228,85.22,438.317,0.4131108823194396,0.04584553200525884
Denmark,DNK,2010,5547824,238190231552,199.24,35.085,85.027,14.973,42534.992,15.17,6.87,38.75,234.32500000000002,0.4473016062119972,0.17609415779963863
Ecuador,ECU,2010,15076646,137913286656,130.432,23.266,84.863,15.137,10293.683,15.389,11.008,19.42,153.69799999999998,1.6911876989422303,0.17837647203140333
Egypt,EGY,2010,89196017,898751397888,855.174,37.471,95.802,4.198,10035.333,33.44,3.881,144.43,892.645,1.936457471753712,0.043816813888167785
Estonia,EST,2010,1331406,27586969600,69.845,3.199,95.62,4.38,54939.371,14.419,24.553,12.97,73.044,-0.23087523520274084,0.04580141742429666
Finland,FIN,2010,5363304,201746022400,237.393,70.167,64.696,19.122,69227.961,30.003,8.791,80.64,307.56,0.4589795459653855,0.2955731634883927
France,FRA,2010,63417312,2342490472448,1613.471,233.531,54.455,7.882,47325.102,92.32,3.174,562.36,1847.002,0.4926742536728009,0.1447382692344641
Germany,DEU,2010,80830868,3301123031040,3134.529,323.744,81.963,8.465,47595.078,154.973,4.197,624.21,3458.273,-0.12893521191552423,0.10328314078446875
Greece,GRC,2010,11124619,290984361984,347.664,28.987,92.304,7.696,34018.004,-17.96,-4.531,56.61,376.651,0.14946863598323948,0.08337647843895254
High-income countries,NA,2010,1331182042,NA,64709.016,5888.114,83.821,7.627,58333.336,3141.367,4.216,12239.17,70597.13,0.5944514033203693,0.09099371871146981
Hong Kong,HKG,2010,7101558,302377336832,321.003,0.17,99.947,0.053,45226.09,12.317,3.988,38.23,321.173,0.5257333300492695,5.295900661364537e-4
Hungary,HUN,2010,9979076,200496578560,224.51,11.062,81.163,3.999,27840.961,5.139,1.884,37.36,235.572,-0.2225004296928938,0.049271747360919334
Iceland,ISL,2010,318102,11531450368,9.543,46.746,16.953,83.047,177257.703,0.031,0.055,16.74,56.289,-0.14502580329227407,4.898459603898146
India,IND,2010,1243481513,5361371185152,5786.579,376.951,92.977,6.057,5024.514,259.5,4.333,937.47,6163.53,1.465233776098049,0.06514228873398256
Indonesia,IDN,2010,246305285,2039334567936,1663.915,76.897,95.583,4.417,7062.332,132.219,8.226,177.56,1740.812,1.2685265673594448,0.0462145001397307
Iran,IRN,2010,77420793,1310507008000,2429.434,27.172,98.894,1.106,31753.65,79.103,3.325,235.68,2456.606,1.2595369792261426,0.01118449811766856
Iraq,IRQ,2010,31045312,297507192832,382.232,9.414,97.596,2.404,12635.276,52.786,15.549,48.91,391.646,3.284150122710451,0.02462902111806442
Ireland,IRL,2010,4559044,221852450816,166.767,10.927,93.851,6.149,39109.176,1.689,0.956,28.11,177.694,0.5590579698956569,0.06552255542163618
Israel,ISR,2010,7336682,210327633920,264.449,0.587,99.778,0.222,36127.887,10.103,3.963,58.55,265.036,1.8128524557222567,0.0022197096604638323
Italy,ITA,2010,60164160,2080545964032,1829.21,224.253,89.079,10.921,34277.383,67.46,3.382,296.63,2053.463,0.434353552390063,0.12259554671142187
Japan,JPN,2010,128185219,4480295763968,4866.423,321.517,81.799,5.404,46675.965,360.837,6.418,1156.04,5187.94,-0.005623577080543322,0.06606844493378401
Kazakhstan,KAZ,2010,16836755,333341720576,588.93,20.891,96.574,3.426,36301.25,42.189,7.415,82.65,609.8209999999999,1.305406882477941,0.03547280661538723
Kuwait,KWT,2010,2943329,176036954112,405.019,0,100,0,137605.688,54.858,15.666,57.03,405.019,5.2902150785349304,0
Latvia,LVA,2010,2097787,35881177088,39.531,9.813,80.113,19.887,23815.682,5.883,13.346,6.63,49.344,-2.063550309338801,0.24823556196402827
Lithuania,LTU,2010,3097660,56073777152,63.088,2.969,95.506,4.494,21370.361,-23.829,-26.469,5,66.057,-2.0720762872075276,0.0470612477808775
Lower-middle-income countries,NA,2010,2550517706,NA,9041.703,669.729,92.468,6.849,3848.253,410.702,4.367,1681.91,9711.431999999999,1.734476499840911,0.07407111248843277
Luxembourg,LUX,2010,507375,27526699008,48.863,1.216,97.572,2.428,98774.555,2.523,5.301,3.24,50.079,1.853078627866641,0.024885905490862205
Malaysia,MYS,2010,28655721,525056606208,913.448,20.563,97.798,2.202,32635.248,29.949,3.308,125.04,934.011,1.8880006155437743,0.02251140732696333
Mexico,MEX,2010,113623858,1638271418368,1979.88,126.283,93.326,5.953,18706.051,8.21,0.388,275.57,2106.163,1.4501793764341897,0.06378315857526719
Morocco,MAR,2010,32466965,225643839488,183.502,10.747,94.468,5.532,6004.762,19.167,10.903,22.85,194.24900000000002,1.36191067735411,0.058566119170363265
Netherlands,NLD,2010,16771188,728193171456,1123.363,35.529,96.077,3.039,69801.305,91.36,8.465,118.1,1158.892,0.5219518817461289,0.03162735464849741
New Zealand,NZL,2010,4347718,139478810624,143.897,89.366,61.689,38.311,54082.043,5.61,2.444,44.31,233.26299999999998,1.0098855782075855,0.6210414393628777
North Macedonia,MKD,2010,2051460,22583128064,27.146,6.336,81.077,18.923,16524.141,2.759,8.861,7.26,33.482,-0.4410477212857939,0.23340455315700287
Norway,NOR,2010,4889110,383760924672,168.981,308.765,35.371,64.629,101845.164,-16.011,-3.115,123.14,477.746,1.2535986260139889,1.827217261112196
Oman,OMN,2010,2757400,135198277632,237.083,0,100,0,85980.578,37.661,18.885,19.81,237.083,2.7111129818517874,0
Pakistan,PAK,2010,199238997,805491507200,659.922,77.665,88.675,10.436,3761.662,4.108,0.551,94.54,737.587,2.501591614800784,0.1176881510239089
Peru,PER,2010,29085967,230353256448,165.214,56.59,74.487,25.513,7745.535,26.846,13.529,35.89,221.804,0.6547480088256243,0.342525451838222
Philippines,PHL,2010,96337064,565514797056,290.329,53.935,84.333,15.667,3539.977,9.629,2.905,67.73,344.264,2.0690538429502463,0.18577200348570072
Poland,POL,2010,38095304,795619885056,1116.974,39.067,96.621,3.379,30377.77,72.059,6.64,156.77,1156.041,0.2452390272665927,0.03497574697351953
Portugal,PRT,2010,10578605,267277418496,220.531,79.11,73.598,26.402,28747.137,15.871,5.506,53.48,299.641,0.02261679109526255,0.35872507720003083
Qatar,QAT,2010,1709205,238648098816,335.396,0,100,0,196229.125,47.034,16.311,28.14,335.396,7.768352943476005,0
Romania,ROU,2010,20432524,335489564672,307.746,54.252,78.453,13.83,19401.607,4.301,1.097,60.42,361.998,-0.7014915631722203,0.17628823770252092
Russia,RUS,2010,143934422,3105249296384,6896.798,435.24,88.695,5.597,54290.25,292.046,3.882,1038.02,7332.038,0.045411422602390984,0.063107546429517
Saudi Arabia,SAU,2010,25157085,1156842127360,2451.095,0.011,100,0,97432.062,245.969,11.154,248.77,2451.1059999999998,3.8793223409448485,4.487790150932542e-6
Singapore,SGP,2010,5076973,297586786304,790.15,1.843,99.767,0.233,156004.969,50.03,6.743,45.36,791.9929999999999,2.182761795157594,0.002332468518635702
Slovakia,SVK,2010,5391807,118344318976,148.8,16.934,73.053,8.314,38113.363,13.182,6.854,27.46,165.734,0.1259046612022558,0.11380376344086021
Slovenia,SVN,2010,2044566,53649776640,57.698,13.01,67.53,15.228,42339.875,0.155,0.18,16.26,70.708,0.44268025182321286,0.22548441887067142
South Africa,ZAF,2010,52344000,607601623040,1423.193,4.534,97.282,0.31,27968.605,10.775,0.741,259.6,1427.727,1.189923050306281,0.0031857941965706686
South Korea,KOR,2010,48769268,1562822836224,2640.333,19.187,86.668,0.63,62667.078,223.304,7.882,495.02,2659.52,0.45859201328405097,0.007266886411676103
Spain,ESP,2010,46840419,1480376320000,1236.278,275.806,73.916,16.49,36130.066,40.249,2.436,297.8,1512.084,0.44020679004033186,0.2230938348817984
Sri Lanka,LKA,2010,20879032,180642807808,53.678,14.958,78.206,21.793,3334.249,5.156,7.999,10.71,68.636,0.590912288173564,0.2786616490927382
Sweden,SWE,2010,9378187,399838969856,228.815,226.233,37.797,37.37,66295.906,41.922,7.23,148.45,455.048,0.854905184514123,0.9887157747525294
Switzerland,CHE,2010,7825700,451139698688,184.178,98.345,52.38,27.969,45935.48,4.471,1.259,66.05,282.523,1.1386743734551075,0.5339671404836626
Taiwan,TWN,2010,23223993,859487535104,1162.855,19.784,90.071,1.532,55741.32,86.24,7.137,247.05,1182.6390000000001,0.25766365469081376,0.017013299164556198
Thailand,THA,2010,68579392,870109282304,1145.885,32.407,97.25,2.75,17198.242,70.532,6.36,157.57,1178.292,0.6728641654420081,0.028281197502367163
Trinidad and Tobago,TTO,2010,1386606,41285435392,233.509,0.011,99.995,0.005,168412.141,17.029,7.866,8.48,233.51999999999998,0.5514861845640431,4.710739200630382e-5
Turkey,TUR,2010,73346724,1240496865280,1098.388,145.686,88.29,11.71,17085.516,60.428,5.066,211.18,1244.0739999999998,1.2170447732585181,0.13263619049006364
Turkmenistan,TKM,2010,5564305,71115153408,246.756,0.009,99.997,0.003,44347.934,20.126,8.88,16.66,246.765,2.0684044614875234,3.64732772455381e-5
Ukraine,UKR,2010,46455954,439429791744,1152.221,34.968,81.179,2.464,30715.432,96.357,7.242,188.82,1187.189,-0.3597591927897079,0.03034834463180241
United Arab Emirates,ARE,2010,6938332,490048913408,972.441,0.048,99.995,0.005,140162.172,46.916,5.069,93.95,972.489,3.4488660829197366,4.936032108888868e-5
United Kingdom,GBR,2010,63006430,2190919860224,2231.316,75.116,90.401,3.043,39284.031,52.335,2.16,382.06,2306.432,0.800338603378492,0.03366443838523992
United States,USA,2010,311062741,15239587299328,22175.387,1458.154,85.799,5.642,83435.086,843.02,3.357,4113.94,23633.540999999997,0.9867247162827546,0.06575551533779321
